,image_filename,label_id,x,y,w,h,confidence
0,201008244.jpg,3,315.12890273190493,86.61307208585045,84.87109726809507,111.14940643310548,0.3236235976219177
1,201008244.jpg,3,237.34190985560417,228.4368798136711,122.96102046966553,76.833575963974,0.31115782260894775
2,201008244.jpg,5,236.17569361968714,223.5982168159561,115.48565626144409,80.28152585029602,0.3304992616176605
3,200906237.jpg,6,282.22992792725563,95.33797279000282,117.77007207274437,102.11315155029294,0.7435022592544556
4,200906237.jpg,9,79.37929619978132,103.03597097208178,89.85970616340637,56.81543946266176,0.9536320567131042
5,200906237.jpg,9,197.02650563794313,55.78961015104831,77.23159193992612,45.84155082702637,0.8924353122711182
6,200906237.jpg,9,195.54924248426434,114.03820426756849,76.00199580192563,33.98182690143585,0.7306761741638184
7,200906237.jpg,9,199.31770799242767,153.93232874915964,78.21785807609561,30.962458252906828,0.6794453263282776
8,200906237.jpg,9,195.1928780361358,90.1609322682815,77.79240012168881,35.17586588859558,0.6736461520195007
9,200906237.jpg,9,168.320019437773,110.02174936531715,27.549749612808228,40.04200398921965,0.3961775600910187
10,200906237.jpg,9,202.97899487443667,171.67303488569218,75.13163685798648,32.38856792449951,0.35378336906433105
11,201109227.jpg,5,65.15562249808195,214.42921880111675,24.461500346660614,38.92938196659088,0.3157351016998291
12,201109227.jpg,9,140.97751048717907,306.0096653128494,63.32955956459048,36.388856172561646,0.820339024066925
13,201109227.jpg,9,89.32548720711989,227.07164058949724,57.044732570648165,22.37892895936966,0.7486768364906311
14,201109227.jpg,9,90.42647174162782,244.2283216043482,56.32497072219847,22.19146341085434,0.7340487837791443
15,201109227.jpg,9,91.43076729702254,259.3315795972967,57.768225669860854,25.94333589076996,0.7304482460021973
16,201109227.jpg,9,93.57209565908818,298.7410532399148,50.70984959602353,23.26960414648056,0.7220076322555542
17,201109227.jpg,9,95.00849326928129,280.9605632098365,49.137201905250535,22.64563739299774,0.7217968106269836
18,201109227.jpg,9,92.71764871219374,212.77887967536424,56.853401660919175,18.395860493183136,0.6727569103240967
19,201109227.jpg,9,146.06076639466198,154.1990283614751,42.57416129112244,20.64756453037262,0.6420351266860962
20,201109227.jpg,9,161.91205373316518,258.59420947685925,47.68548607826236,22.765785455703735,0.616837203502655
21,201109227.jpg,9,156.6909796444923,276.049454694024,44.01001036167145,17.70150512456894,0.5778745412826538
22,201109227.jpg,9,93.41323545567278,198.49235069849493,53.46124172210696,18.231508135795593,0.5470974445343018
23,201109227.jpg,9,228.80765044481618,266.31545592732147,49.54117834568021,26.119786500930786,0.5390831232070923
24,201109227.jpg,9,146.40712486229862,168.59366611965484,44.272196292877226,22.214029729366302,0.5366916060447693
25,201109227.jpg,9,158.56496216886123,204.93377832710502,36.10599637031558,24.131444096565247,0.5330676436424255
26,201109227.jpg,9,93.61716353009066,182.9368271782317,46.486714482307434,15.696577727794647,0.5290724635124207
27,201109227.jpg,9,156.8923963749113,186.44771640583028,36.64930760860443,24.069328606128693,0.49691906571388245
28,201109227.jpg,9,128.85988811030984,167.26833374705166,23.655623197555542,21.219326555728912,0.4413924515247345
29,201109227.jpg,9,167.1783432588385,243.2843038666051,55.408018827438354,19.766293466091184,0.43262967467308044
30,201109227.jpg,9,225.85174864081446,249.36084239400103,54.45808768272397,29.96884286403653,0.4019522964954376
31,201109227.jpg,9,161.81627176798486,226.400239912119,35.82320213317874,16.677656769752502,0.35482898354530334
32,201109227.jpg,9,230.36395227961876,286.3333846587395,43.93029808998105,22.56592959165573,0.33869725465774536
33,201109227.jpg,9,152.23577104268026,295.35466749612,39.70119357109073,17.210866510868073,0.3367859423160553
34,201401142.jpg,6,306.8350206402811,158.33363949458982,92.38300323486328,69.4936215877533,0.6916887760162354
35,201401142.jpg,6,269.4729238605322,112.2077013441899,87.12983727455139,48.678866028785706,0.5312467813491821
36,201401142.jpg,6,284.6172590597393,90.1601148362687,42.41912364959717,23.480635881423964,0.41736727952957153
37,200907085.jpg,9,102.80800648033619,64.51831310987473,45.224082469940186,49.499535560607896,0.4136708676815033
38,200907085.jpg,9,196.52705507450037,228.40048137590637,29.29489314556122,24.3393212556839,0.40469488501548767
39,2008112329.jpg,6,36.21064391688346,29.495316091316173,606.9882345199585,492.9049158096314,0.4891625940799713
40,2010093010.jpg,6,333.42560436576605,114.06364180147648,43.91559064388275,67.79873371124268,0.5555654168128967
41,2010093010.jpg,6,13.33702170240355,138.03443330201392,75.04467368125916,39.51258063316345,0.4413255453109741
42,2010093010.jpg,6,368.63587768639565,170.04017307281748,29.952523112297058,60.10028123855588,0.40907418727874756
43,2010093010.jpg,6,86.33038550220434,169.47381954854072,62.05270290374756,86.94586753845212,0.38792964816093445
44,2015042012.jpg,5,220.64113430678844,191.09599813818932,89.15115594863892,110.29347181320185,0.8534444570541382
45,2015042012.jpg,5,139.6609604358673,171.37682437896729,78.4799873828888,109.74419116973877,0.795516312122345
46,2015042012.jpg,5,188.13356970398294,140.46913075022167,69.26518678665158,88.05062770843506,0.7110525369644165
47,2015042012.jpg,5,62.89587467908859,159.48145389556882,79.95542883872986,91.16461873054504,0.3750266432762146
48,2015042012.jpg,9,73.3564799227177,96.57718480577114,95.7166373729706,41.627269983291626,0.6004155874252319
49,2015042012.jpg,9,159.40189796700403,66.4807007015398,60.84418296813965,37.584796547889695,0.5743144750595093
50,201405051.jpg,3,117.34980829796177,211.60232701070888,122.79994487762451,56.589442491531344,0.3872123956680298
51,201405051.jpg,5,134.1008961200714,78.14060822129248,133.12993049621582,177.79115438461304,0.5655432343482971
52,201405051.jpg,7,120.93263568091794,206.1047918995355,124.27603006362915,64.51399326324466,0.36388370394706726
53,201405051.jpg,9,112.80168511730801,213.42083267808383,129.9840807914734,56.48383498191836,0.42564162611961365
54,200902021.jpg,3,255.5052843858695,179.99269688581515,312.11185455322266,321.0773706436157,0.6037302613258362
55,2008120727.jpg,5,187.87654457475955,503.2763473709051,85.76257705688474,134.10473823547363,0.8851042985916138
56,2008120727.jpg,5,110.74327986834328,502.89033075729924,85.90586662292478,133.53751182556152,0.8550737500190735
57,2008120727.jpg,9,240.46599321836823,161.29101218176862,89.61118698120117,50.89475154876709,0.3171258866786957
58,200811144.jpg,3,329.71416115760803,161.9145318865776,123.04866313934326,124.32389259338379,0.4585728049278259
59,200811144.jpg,5,326.9628033482669,160.9968456929972,125.16568899154663,122.95415401458737,0.46552035212516785
60,201006236.jpg,4,38.90882791496701,85.22500196316753,52.52127051353455,34.1884583234787,0.35198482871055603
61,201006236.jpg,5,119.81117434988882,83.80869972098392,174.90123510360718,192.60447025299075,0.937591016292572
62,201006236.jpg,5,89.90745751647688,64.98756802402794,22.158774733543396,37.12637722492218,0.41074439883232117
63,201006236.jpg,5,105.37668054778007,46.23564521379644,19.63331550359726,25.090506672859185,0.30570048093795776
64,201006236.jpg,8,38.3387761027571,85.85777058204452,52.91898250579833,32.90192484855652,0.31681960821151733
65,201006236.jpg,9,369.0238746235528,102.17791696572718,30.725538730621338,18.28059256076814,0.5357346534729004
66,201006236.jpg,9,284.33099636308145,131.53750183751853,114.73621129989624,47.724539041519165,0.4671945571899414
67,201105025.jpg,5,45.21990966706845,21.576638898909508,263.00758361816406,211.3788604736328,0.6254258155822754
68,201807133.jpg,5,86.02198240178859,98.66253261040922,182.4435830116272,125.2776741981506,0.8621014356613159
69,20081214.jpg,6,0.0,9.948663653209131,240.0,179.99211788177487,0.5970271825790405
70,201808011.jpg,3,239.26091506485037,102.69533222568617,118.46628189086911,84.26488637924194,0.4705681800842285
71,201808011.jpg,3,5.410287438998385,14.795952561050175,148.46888780593872,96.65276408195496,0.33379900455474854
72,201808011.jpg,4,171.99354553800924,155.98947120509027,79.08509373664856,104.54310178756717,0.5420811176300049
73,201008176.jpg,5,357.3719355701341,123.81668726091387,42.6280644298659,68.38451623916625,0.4480939507484436
74,201008176.jpg,6,0.0,78.23687974647075,336.95409520261666,225.8304834365845,0.4545789062976837
75,200909293.jpg,5,3.226642764697729,-11.644829075888918,396.7733572353023,319.21863555908203,0.7420156002044678
76,2008121427.jpg,2,121.33440732955933,-0.5373439192771912,64.49868679046631,53.702092170715325,0.3217714726924896
77,2008121427.jpg,3,138.01687380606097,136.09544417206456,62.338523864746094,63.98630142211911,0.5577656626701355
78,2008121427.jpg,3,135.29714804731253,85.8154599757764,50.313897132873535,47.28398323059085,0.5480303764343262
79,2008121427.jpg,3,127.00870975565401,-0.8345333557540802,60.10600090026857,50.74472904205323,0.5224730372428894
80,2008121427.jpg,3,241.9981768749915,73.34311661649231,50.062832832336426,34.51069831848143,0.5219327211380005
81,2008121427.jpg,3,192.96256881282548,71.03332846349801,34.70674753189087,33.14126014709473,0.5138092637062073
82,2008121427.jpg,3,84.00589942932129,4.057293161749839,49.45716381072998,44.059648513793945,0.4812597632408142
83,2008121427.jpg,3,88.34963404757836,50.27306289623766,48.72578144073488,43.828387260437,0.46722978353500366
84,2008121427.jpg,3,210.9259843826294,98.19833248853683,38.927695751190186,39.63942527770996,0.4282691180706024
85,2008121427.jpg,3,183.53485416615615,179.93352186355324,80.52237510681152,63.56699466705322,0.4177892804145813
86,2008121427.jpg,3,232.7193160773831,143.5399891793724,33.52894067764282,33.55796575546262,0.35583701729774475
87,2008121427.jpg,3,63.270803546969354,83.03106859903053,73.8241958618164,59.68107223510742,0.3296828866004944
88,2008121427.jpg,3,46.48980644282663,0.06330311484109674,50.84504604339599,26.605889797210693,0.3096665143966675
89,2008121427.jpg,5,59.422283387215,80.52578292286405,78.3335542678833,67.08525180816646,0.5621241331100464
90,2008121427.jpg,5,0.491491779915858,31.170042529804004,92.4211311340332,170.59947967529297,0.3170579969882965
